round_end_reason,ct_equip_val,t_equip_val,type_buy_ct,type_buy_t,score_ct,score_t,bomb_plant
CTWin,24700,14700,Full Buy,Half Buy,9,9,False
CTWin,30250,9550,Full Buy,Force Buy,10,9,False
CTWin,30800,22550,Full Buy,Full Buy,11,9,False
CTWin,30450,6950,Full Buy,Force Buy,12,9,False
BombDefused,31650,25300,Full Buy,Full Buy,13,9,True
TWin,0,0,,,0,1,True
TargetBombed,4200,4350,Eco,Eco,0,2,True
TWin,9800,20000,Force Buy,Full Buy,0,3,False
CTWin,4400,23250,Eco,Full Buy,1,3,False
TWin,26200,24900,Full Buy,Full Buy,1,4,True
TargetBombed,25500,22750,Full Buy,Full Buy,1,5,True
TargetBombed,4500,23750,Eco,Full Buy,1,6,True
TWin,26250,27450,Full Buy,Full Buy,1,7,True
TWin,11650,27550,Half Buy,Full Buy,1,8,True
CTWin,27800,27650,Full Buy,Full Buy,2,8,False
BombDefused,9950,25800,Force Buy,Full Buy,3,8,True
TWin,29150,27950,Full Buy,Full Buy,9,3,False
TargetBombed,28150,30500,Full Buy,Full Buy,9,4,True
TargetBombed,4650,4300,Eco,Eco,9,5,True
TargetBombed,10950,22600,Half Buy,Full Buy,9,6,True
BombDefused,11500,21850,Half Buy,Full Buy,10,6,True
BombDefused,24100,25100,Full Buy,Full Buy,11,6,True
TargetBombed,30200,27450,Full Buy,Full Buy,11,7,True
TWin,30300,22600,Full Buy,Full Buy,11,8,True
TWin,27650,27150,Full Buy,Full Buy,11,9,True
TargetBombed,2450,25300,Eco,Full Buy,11,10,True
BombDefused,28250,25300,Full Buy,Full Buy,12,10,True
BombDefused,27700,25100,Full Buy,Full Buy,13,10,True
TWin,0,0,,,0,1,False
TWin,4000,4850,Eco,Eco,0,2,False
CTWin,1000,19950,Eco,Half Buy,1,2,False
BombDefused,23850,23000,Full Buy,Full Buy,2,2,True
CTWin,22400,10000,Full Buy,Half Buy,3,2,False
TWin,28300,1800,Full Buy,Eco,3,3,True
TargetSaved,29700,24700,Full Buy,Full Buy,4,3,False
BombDefused,28200,26250,Full Buy,Full Buy,5,3,True
CTWin,29450,12300,Full Buy,Half Buy,6,3,False
CTWin,29550,8050,Full Buy,Force Buy,7,3,False
BombDefused,30850,23900,Full Buy,Full Buy,8,3,True
TWin,30350,8550,Full Buy,Force Buy,4,8,True
BombDefused,27350,31950,Full Buy,Full Buy,5,8,True
CTWin,4200,4250,Eco,Eco,6,8,False
BombDefused,21350,13450,Full Buy,Half Buy,7,8,True
TargetSaved,25450,3300,Full Buy,Eco,8,8,False
TWin,26650,26200,Full Buy,Full Buy,8,9,True
TargetBombed,29650,22950,Full Buy,Full Buy,8,10,True
BombDefused,1500,25500,Eco,Full Buy,9,10,True
TargetBombed,28650,25800,Full Buy,Full Buy,9,11,True
TargetBombed,29400,25400,Full Buy,Full Buy,9,12,True
TWin,22600,25400,Full Buy,Full Buy,9,13,True
TargetBombed,0,0,,,0,1,True
TWin,4050,4450,Eco,Eco,0,2,True
TargetBombed,11500,19550,Half Buy,Half Buy,0,3,True
TWin,2750,23150,Eco,Full Buy,0,4,True
TargetSaved,4200,10700,Eco,Half Buy,1,4,False
BombDefused,13550,25500,Half Buy,Full Buy,2,4,True
TargetBombed,28900,25100,Full Buy,Full Buy,2,5,True
TargetSaved,29650,19300,Full Buy,Half Buy,3,5,True
TWin,29700,28450,Full Buy,Full Buy,3,6,False
TargetBombed,29750,23750,Full Buy,Full Buy,3,7,True
CTWin,17350,23300,Half Buy,Full Buy,4,7,False
TWin,19250,24900,Half Buy,Full Buy,8,4,True
TWin,22600,30950,Full Buy,Full Buy,8,5,True
TargetBombed,4150,4350,Eco,Eco,8,6,True
TWin,7950,19000,Force Buy,Half Buy,8,7,True
TargetBombed,7900,19500,Force Buy,Half Buy,8,8,True
TargetBombed,26100,23600,Full Buy,Full Buy,8,9,True
TargetBombed,15600,26000,Half Buy,Full Buy,8,10,True
CTWin,27700,26000,Full Buy,Full Buy,9,10,False
CTWin,27700,25500,Full Buy,Full Buy,10,10,False
TargetSaved,29150,25500,Full Buy,Full Buy,11,10,False
CTWin,26450,25400,Full Buy,Full Buy,12,10,False
CTWin,27200,19000,Full Buy,Half Buy,13,10,False
CTWin,0,0,,,1,0,False
CTWin,3950,4350,Eco,Eco,2,0,False
TargetBombed,21300,1500,Full Buy,Eco,2,1,True
TargetSaved,27700,22800,Full Buy,Full Buy,3,1,False
BombDefused,24200,27550,Full Buy,Full Buy,4,1,True
CTWin,26350,17700,Full Buy,Half Buy,5,1,False
TargetBombed,29450,10200,Full Buy,Half Buy,5,2,True
TargetBombed,29350,22700,Full Buy,Full Buy,5,3,True
TWin,21300,27350,Full Buy,Full Buy,5,4,True
TWin,21700,27550,Full Buy,Full Buy,5,5,False
CTWin,6850,27850,Force Buy,Full Buy,6,5,False
TWin,23500,22750,Full Buy,Full Buy,6,6,False
CTWin,28150,29550,Full Buy,Full Buy,7,6,False
CTWin,4700,5550,Eco,Force Buy,8,6,False
TargetBombed,18950,1500,Half Buy,Eco,8,7,True
TargetBombed,19850,22500,Half Buy,Full Buy,8,8,True
TWin,26200,25200,Full Buy,Full Buy,8,9,True
TargetSaved,20650,26650,Full Buy,Full Buy,9,9,False
TargetBombed,11400,27450,Half Buy,Full Buy,9,10,True
BombDefused,23400,17000,Full Buy,Half Buy,10,10,True
CTWin,24250,25300,Full Buy,Full Buy,11,10,False
CTWin,27250,20100,Full Buy,Full Buy,12,10,False
TWin,25550,1000,Full Buy,Eco,12,11,False
CTWin,30150,22900,Full Buy,Full Buy,13,11,False
CTWin,0,0,,,1,0,False
CTWin,4700,4450,Eco,Eco,2,0,False
CTWin,19800,1000,Half Buy,Eco,3,0,False
CTWin,23350,21400,Full Buy,Full Buy,4,0,False
BombDefused,29350,5700,Full Buy,Force Buy,5,0,True
CTWin,30250,27050,Full Buy,Full Buy,6,0,False
BombDefused,29450,23000,Full Buy,Full Buy,7,0,True
TargetBombed,29050,10350,Full Buy,Half Buy,7,1,True
TargetSaved,31700,26350,Full Buy,Full Buy,8,1,False
TargetBombed,29900,27350,Full Buy,Full Buy,8,2,True
BombDefused,31700,27250,Full Buy,Full Buy,9,2,True
CTWin,30450,29400,Full Buy,Full Buy,2,10,False
TWin,29500,32200,Full Buy,Full Buy,2,11,True
TWin,4200,4250,Eco,Eco,2,12,False
TWin,12400,18800,Half Buy,Half Buy,2,13,False
TWin,0,0,,,0,1,True
TWin,4200,4450,Eco,Eco,0,2,False
TWin,1200,19400,Eco,Half Buy,0,3,True
TargetBombed,22000,20000,Full Buy,Full Buy,0,4,True
CTWin,6700,23050,Force Buy,Full Buy,1,4,False
TWin,26500,24400,Full Buy,Full Buy,1,5,True
CTWin,29600,25200,Full Buy,Full Buy,2,5,False
CTWin,26450,27450,Full Buy,Full Buy,3,5,False
BombDefused,28750,2000,Full Buy,Eco,4,5,True
TWin,29650,21900,Full Buy,Full Buy,4,6,False
TargetBombed,31050,9950,Full Buy,Force Buy,4,7,True
TWin,27750,27850,Full Buy,Full Buy,8,4,False
TWin,27950,23950,Full Buy,Full Buy,8,5,True
TWin,4400,4350,Eco,Eco,8,6,True
TargetBombed,10400,19250,Half Buy,Half Buy,8,7,True
TWin,3250,22850,Eco,Full Buy,8,8,False
TargetBombed,25850,23050,Full Buy,Full Buy,8,9,True
TargetSaved,13450,27450,Half Buy,Full Buy,9,9,False
TargetBombed,27750,27350,Full Buy,Full Buy,9,10,True
CTWin,28200,27550,Full Buy,Full Buy,10,10,False
BombDefused,26250,27650,Full Buy,Full Buy,11,10,True
TargetBombed,28100,22750,Full Buy,Full Buy,11,11,True
TWin,29650,10550,Full Buy,Half Buy,11,12,True
BombDefused,29150,25050,Full Buy,Full Buy,12,12,True
TargetBombed,18850,27550,Half Buy,Full Buy,12,13,True
TargetBombed,26550,27350,Full Buy,Full Buy,12,14,True
BombDefused,29500,26000,Full Buy,Full Buy,14,13,True
CTWin,28650,30900,Full Buy,Full Buy,15,13,False
TWin,30850,27550,Full Buy,Full Buy,15,14,True
TWin,30950,25900,Full Buy,Full Buy,15,15,False
CTWin,31050,26000,Full Buy,Full Buy,16,15,False
BombDefused,29950,27550,Full Buy,Full Buy,17,15,True
CTWin,30750,25500,Full Buy,Full Buy,15,18,False
CTWin,28050,30450,Full Buy,Full Buy,16,18,False
BombDefused,30800,27650,Full Buy,Full Buy,17,18,True
TargetSaved,30800,27550,Full Buy,Full Buy,18,18,False
TargetBombed,31100,28550,Full Buy,Full Buy,18,19,True
TWin,30050,27750,Full Buy,Full Buy,18,20,False
CTWin,29050,27650,Full Buy,Full Buy,20,19,False
TWin,28550,27450,Full Buy,Full Buy,20,20,True
BombDefused,30850,27550,Full Buy,Full Buy,21,20,True
CTWin,30000,27850,Full Buy,Full Buy,22,20,False
CTWin,0,0,,,1,0,False
TWin,4100,4350,Eco,Eco,1,1,True
TWin,20350,10350,Full Buy,Half Buy,1,2,True
CTWin,8600,23100,Force Buy,Full Buy,2,2,False
TargetBombed,11450,23350,Half Buy,Full Buy,2,3,True
TWin,23350,13200,Full Buy,Half Buy,2,4,True
TWin,15000,22100,Half Buy,Full Buy,2,5,False
TWin,1300,24650,Eco,Full Buy,2,6,False
TWin,24750,26100,Full Buy,Full Buy,2,7,True
TargetBombed,11350,25600,Half Buy,Full Buy,2,8,True
TWin,19550,27750,Half Buy,Full Buy,2,9,True
CTWin,16300,28650,Half Buy,Full Buy,9,3,False
TWin,26600,24850,Full Buy,Full Buy,9,4,False
TWin,4250,4000,Eco,Eco,9,5,False
TWin,3000,21100,Eco,Full Buy,9,6,True
TWin,2900,21850,Eco,Full Buy,9,7,True
TargetBombed,28500,25200,Full Buy,Full Buy,9,8,True
BombDefused,8650,23850,Force Buy,Full Buy,10,8,True
TWin,28200,25400,Full Buy,Full Buy,10,9,True
CTWin,26950,23450,Full Buy,Full Buy,11,9,False
CTWin,19350,24200,Half Buy,Full Buy,12,9,False
BombDefused,22650,13050,Full Buy,Half Buy,13,9,True
CTWin,0,0,,,1,0,False
CTWin,4050,4350,Eco,Eco,2,0,False
TargetBombed,19100,1200,Half Buy,Eco,2,1,True
TWin,23100,23050,Full Buy,Full Buy,2,2,True
TWin,26700,23650,Full Buy,Full Buy,2,3,False
TWin,2450,23650,Eco,Full Buy,2,4,True
TWin,23900,27650,Full Buy,Full Buy,2,5,True
TargetBombed,5450,25500,Force Buy,Full Buy,2,6,True
CTWin,27950,27350,Full Buy,Full Buy,3,6,False
BombDefused,28800,27350,Full Buy,Full Buy,4,6,True
TWin,29550,26950,Full Buy,Full Buy,4,7,True
TWin,29650,12050,Full Buy,Half Buy,8,4,True
BombDefused,28150,30900,Full Buy,Full Buy,9,4,True
CTWin,4000,4750,Eco,Eco,10,4,False
CTWin,20500,13750,Full Buy,Half Buy,11,4,False
TWin,26750,2550,Full Buy,Eco,11,5,True
TWin,27150,23700,Full Buy,Full Buy,11,6,True
TargetBombed,27950,25200,Full Buy,Full Buy,11,7,True
TWin,2150,27050,Eco,Full Buy,11,8,True
TWin,24100,27450,Full Buy,Full Buy,11,9,True
TWin,8750,27550,Force Buy,Full Buy,11,10,True
TargetBombed,27950,27450,Full Buy,Full Buy,11,11,True
TWin,8150,27550,Force Buy,Full Buy,11,12,True
BombDefused,29050,27450,Full Buy,Full Buy,12,12,True
TargetBombed,22950,28050,Full Buy,Full Buy,12,13,True
TWin,28550,25300,Full Buy,Full Buy,12,14,True
CTWin,29600,27350,Full Buy,Full Buy,14,13,False
TargetBombed,27750,30100,Full Buy,Full Buy,14,14,True
TWin,29400,27550,Full Buy,Full Buy,14,15,True
TWin,29450,27650,Full Buy,Full Buy,14,16,True
CTWin,0,0,,,1,0,False
CTWin,4800,4150,Eco,Eco,2,0,False
TWin,17600,1700,Half Buy,Eco,2,1,True
TargetBombed,22750,22900,Full Buy,Full Buy,2,2,True
TWin,11850,25200,Half Buy,Full Buy,2,3,False
TWin,10700,25600,Half Buy,Full Buy,2,4,True
TWin,22750,27250,Full Buy,Full Buy,2,5,True
CTWin,6100,27650,Force Buy,Full Buy,3,5,False
BombDefused,28200,27750,Full Buy,Full Buy,4,5,True
CTWin,30300,24500,Full Buy,Full Buy,5,5,False
TWin,30950,8050,Full Buy,Force Buy,5,6,True
TWin,30500,22700,Full Buy,Full Buy,7,5,True
TWin,26050,19850,Full Buy,Half Buy,7,6,True
TWin,4000,4700,Eco,Eco,7,7,True
TWin,1000,20850,Eco,Full Buy,7,8,False
TWin,23250,22850,Full Buy,Full Buy,7,9,False
CTWin,5350,27150,Force Buy,Full Buy,8,9,False
BombDefused,27650,27750,Full Buy,Full Buy,9,9,True
TWin,29800,22650,Full Buy,Full Buy,9,10,True
TWin,30250,3450,Full Buy,Eco,9,11,True
TWin,25150,27350,Full Buy,Full Buy,9,12,True
CTWin,5900,27350,Force Buy,Full Buy,10,12,False
TWin,27550,27650,Full Buy,Full Buy,10,13,True
CTWin,0,0,,,1,0,False
CTWin,4000,4450,Eco,Eco,2,0,False
TargetBombed,20150,2800,Full Buy,Eco,2,1,True
TWin,25050,20250,Full Buy,Full Buy,2,2,False
TargetBombed,21650,23650,Full Buy,Full Buy,2,3,True
CTWin,1800,23100,Eco,Full Buy,3,3,False
CTWin,22250,24400,Full Buy,Full Buy,4,3,False
CTWin,25150,22800,Full Buy,Full Buy,5,3,False
TWin,27700,2950,Full Buy,Eco,5,4,False
CTWin,31150,22000,Full Buy,Full Buy,6,4,False
CTWin,21350,23300,Full Buy,Full Buy,7,4,False
TWin,28100,3300,Full Buy,Eco,5,7,False
TWin,23700,30450,Full Buy,Full Buy,5,8,True
CTWin,4250,4950,Eco,Eco,6,8,False
BombDefused,2000,18800,Eco,Half Buy,7,8,True
CTWin,26800,7050,Full Buy,Force Buy,8,8,False
BombDefused,28300,2300,Full Buy,Eco,9,8,True
TargetBombed,29900,22300,Full Buy,Full Buy,9,9,True
TWin,31250,6950,Full Buy,Force Buy,9,10,True
TWin,30500,25700,Full Buy,Full Buy,9,11,True
TWin,9950,27650,Force Buy,Full Buy,9,12,True
CTWin,23850,27650,Full Buy,Full Buy,10,12,False
CTWin,16850,27550,Half Buy,Full Buy,11,12,False
TWin,29850,23100,Full Buy,Full Buy,11,13,True
TargetBombed,0,0,,,0,1,True
TargetBombed,4600,4650,Eco,Eco,0,2,True
TargetBombed,10800,19000,Half Buy,Half Buy,0,3,True
TWin,3250,22250,Eco,Full Buy,0,4,True
TWin,26300,23900,Full Buy,Full Buy,0,5,True
CTWin,4650,25300,Eco,Full Buy,1,5,False
BombDefused,28600,25600,Full Buy,Full Buy,2,5,True
CTWin,29800,18600,Full Buy,Half Buy,3,5,False
TWin,29950,4650,Full Buy,Eco,3,6,True
CTWin,30100,22350,Full Buy,Full Buy,4,6,False
CTWin,29000,23650,Full Buy,Full Buy,5,6,False
CTWin,29750,3950,Full Buy,Eco,6,6,False
TWin,22100,31750,Full Buy,Full Buy,6,7,True
TWin,4050,4400,Eco,Eco,6,8,False
TWin,10950,19300,Half Buy,Half Buy,6,9,False
CTWin,1900,22350,Eco,Full Buy,7,9,False
TWin,27400,23950,Full Buy,Full Buy,7,10,True
TWin,28000,15400,Full Buy,Half Buy,7,11,True
CTWin,3400,25900,Eco,Full Buy,8,11,False
BombDefused,27750,26450,Full Buy,Full Buy,9,11,True
TWin,29950,15050,Full Buy,Half Buy,9,12,True
TWin,30250,6550,Full Buy,Force Buy,9,13,True
CTWin,0,0,,,1,0,False
CTWin,4300,4250,Eco,Eco,2,0,False
TWin,18400,1500,Half Buy,Eco,2,1,False
CTWin,23050,23400,Full Buy,Full Buy,3,1,False
TWin,20800,22000,Full Buy,Full Buy,3,2,True
TWin,26200,9400,Full Buy,Force Buy,3,3,False
CTWin,17100,22050,Half Buy,Full Buy,4,3,False
BombDefused,2450,22650,Eco,Full Buy,5,3,True
BombDefused,27300,13250,Full Buy,Half Buy,6,3,True
TWin,28950,3200,Full Buy,Eco,6,4,False
CTWin,28650,26400,Full Buy,Full Buy,7,4,False
TWin,25000,25050,Full Buy,Full Buy,5,7,True
TWin,16600,28800,Half Buy,Full Buy,5,8,True
TWin,4050,4500,Eco,Eco,5,9,True
TargetBombed,1200,18350,Eco,Half Buy,5,10,True
TargetBombed,23850,23300,Full Buy,Full Buy,5,11,True
BombDefused,8250,25800,Force Buy,Full Buy,6,11,True
BombDefused,29700,27350,Full Buy,Full Buy,7,11,True
CTWin,30750,27150,Full Buy,Full Buy,8,11,False
CTWin,32800,16100,Full Buy,Half Buy,9,11,False
TWin,32800,20700,Full Buy,Full Buy,9,12,True
BombDefused,32200,5750,Full Buy,Force Buy,10,12,True
TWin,32000,28250,Full Buy,Full Buy,10,13,True
BombDefused,0,0,,,1,0,True
TargetBombed,4000,4350,Eco,Eco,1,1,True
TWin,22250,15400,Full Buy,Half Buy,1,2,False
TWin,11050,19050,Half Buy,Half Buy,1,3,True
CTWin,1300,22150,Eco,Full Buy,2,3,False
CTWin,24700,23900,Full Buy,Full Buy,3,3,False
CTWin,24400,22550,Full Buy,Full Buy,4,3,False
TWin,26850,3300,Full Buy,Eco,4,4,False
TargetBombed,30150,23000,Full Buy,Full Buy,4,5,True
TargetBombed,18050,25500,Half Buy,Full Buy,4,6,True
TWin,5500,25500,Force Buy,Full Buy,4,7,False
TWin,23150,25400,Full Buy,Full Buy,8,4,False
TWin,25300,16550,Full Buy,Half Buy,8,5,True
TargetBombed,4400,5400,Eco,Force Buy,8,6,True
CTWin,1800,19950,Eco,Half Buy,9,6,False
CTWin,24000,23500,Full Buy,Full Buy,10,6,False
CTWin,21750,13900,Full Buy,Half Buy,11,6,False
CTWin,26650,1300,Full Buy,Eco,12,6,False
TargetBombed,27050,22800,Full Buy,Full Buy,12,7,True
TargetBombed,28500,14950,Full Buy,Half Buy,12,8,True
BombDefused,30750,24250,Full Buy,Full Buy,13,8,True
TWin,0,0,,,0,1,True
TWin,4300,4400,Eco,Eco,0,2,False
TargetBombed,7950,18800,Force Buy,Half Buy,0,3,True
BombDefused,3050,22150,Eco,Full Buy,1,3,True
TargetBombed,28700,24500,Full Buy,Full Buy,1,4,True
BombDefused,30350,18750,Full Buy,Half Buy,2,4,True
TargetBombed,9000,22800,Force Buy,Full Buy,2,5,True
CTWin,30100,21650,Full Buy,Full Buy,3,5,False
TargetBombed,12800,24750,Half Buy,Full Buy,3,6,True
TargetBombed,30850,19500,Full Buy,Half Buy,3,7,True
CTWin,26900,21450,Full Buy,Full Buy,4,7,False
CTWin,14350,25050,Half Buy,Full Buy,7,5,False
CTWin,9500,25300,Force Buy,Full Buy,8,5,False
CTWin,4000,4400,Eco,Eco,9,5,False
CTWin,20100,2800,Full Buy,Eco,10,5,False
TWin,24600,20650,Full Buy,Full Buy,10,6,True
TargetBombed,24300,6100,Full Buy,Force Buy,10,7,True
TargetBombed,29250,27100,Full Buy,Full Buy,10,8,True
TargetBombed,1000,25100,Eco,Full Buy,10,9,True
BombDefused,24800,25300,Full Buy,Full Buy,11,9,True
CTWin,27300,25500,Full Buy,Full Buy,12,9,False
TWin,29500,25200,Full Buy,Full Buy,12,10,True
TargetBombed,28450,20750,Full Buy,Full Buy,12,11,True
TWin,3100,22250,Eco,Full Buy,12,12,True
TWin,29050,26300,Full Buy,Full Buy,12,13,True
CTWin,29400,27750,Full Buy,Full Buy,13,13,False
BombDefused,29650,27850,Full Buy,Full Buy,13,14,True
TWin,28150,30850,Full Buy,Full Buy,13,15,False
CTWin,29850,27350,Full Buy,Full Buy,14,15,False
TWin,28400,27650,Full Buy,Full Buy,14,16,True
TWin,0,0,,,0,1,True
TWin,4600,4150,Eco,Eco,0,2,True
TargetBombed,3900,18650,Eco,Half Buy,0,3,True
CTWin,24350,21100,Full Buy,Full Buy,1,3,False
CTWin,10500,23850,Half Buy,Full Buy,2,3,False
CTWin,28700,16950,Full Buy,Half Buy,3,3,False
TargetBombed,29000,1500,Full Buy,Eco,3,4,True
TargetBombed,30650,22650,Full Buy,Full Buy,3,5,True
CTWin,30650,26200,Full Buy,Full Buy,4,5,False
TargetBombed,30450,27850,Full Buy,Full Buy,4,6,True
TWin,30350,23050,Full Buy,Full Buy,4,7,False
TWin,25500,25650,Full Buy,Full Buy,8,4,True
BombDefused,28250,11950,Full Buy,Half Buy,9,4,True
TargetBombed,4000,4600,Eco,Eco,9,5,True
TWin,20250,14600,Full Buy,Half Buy,9,6,True
TWin,11900,24800,Half Buy,Full Buy,9,7,True
CTWin,1200,23650,Eco,Full Buy,10,7,False
TWin,23550,27150,Full Buy,Full Buy,10,8,True
CTWin,25050,24700,Full Buy,Full Buy,11,8,False
BombDefused,14700,24500,Half Buy,Full Buy,12,8,True
CTWin,24400,16350,Full Buy,Half Buy,13,8,False
BombDefused,0,0,,,1,0,True
BombDefused,4400,4300,Eco,Eco,2,0,True
CTWin,22300,13500,Full Buy,Half Buy,3,0,False
CTWin,26900,17450,Full Buy,Half Buy,4,0,False
TargetBombed,29850,5650,Full Buy,Force Buy,4,1,True
BombDefused,30250,25900,Full Buy,Full Buy,5,1,True
TargetBombed,29900,27350,Full Buy,Full Buy,5,2,True
BombDefused,29350,24700,Full Buy,Full Buy,6,2,True
TargetBombed,26250,25400,Full Buy,Full Buy,6,3,True
TWin,24350,25450,Full Buy,Full Buy,6,4,True
TWin,15400,27150,Half Buy,Full Buy,6,5,True
TWin,3800,27950,Eco,Full Buy,6,6,True
TargetBombed,27950,24800,Full Buy,Full Buy,6,7,True
TWin,4250,4300,Eco,Eco,6,8,False
TWin,1000,18900,Eco,Half Buy,6,9,False
TWin,23500,20200,Full Buy,Full Buy,6,10,False
TWin,3700,27750,Eco,Full Buy,6,11,True
CTWin,28200,27450,Full Buy,Full Buy,7,11,False
TWin,21100,27750,Full Buy,Full Buy,7,12,True
TWin,25650,27250,Full Buy,Full Buy,7,13,True
CTWin,0,0,,,1,0,False
CTWin,4000,4300,Eco,Eco,2,0,False
TWin,18700,1300,Half Buy,Eco,2,1,True
BombDefused,28300,23100,Full Buy,Full Buy,3,1,True
TargetBombed,17250,27150,Half Buy,Full Buy,3,2,True
BombDefused,25100,17950,Full Buy,Half Buy,4,2,True
CTWin,8750,27400,Force Buy,Full Buy,5,2,False
TWin,30100,3150,Full Buy,Eco,5,3,True
CTWin,30500,24200,Full Buy,Full Buy,6,3,False
CTWin,25650,20400,Full Buy,Full Buy,7,3,False
TWin,28350,1950,Full Buy,Eco,7,4,True
TWin,29250,20400,Full Buy,Full Buy,5,7,True
TargetBombed,25450,15250,Full Buy,Half Buy,5,8,True
TWin,4250,4250,Eco,Eco,5,9,False
TWin,2450,19950,Eco,Half Buy,5,10,True
TWin,21050,25550,Full Buy,Full Buy,5,11,True
TargetSaved,2050,24600,Eco,Full Buy,6,11,False
TWin,29650,26650,Full Buy,Full Buy,6,12,True
TargetBombed,23900,25650,Full Buy,Full Buy,6,13,True
TWin,0,0,,,0,1,True
TWin,4250,4750,Eco,Eco,0,2,False
TWin,1400,19000,Eco,Half Buy,0,3,True
TargetBombed,22150,22950,Full Buy,Full Buy,0,4,True
BombDefused,4300,24050,Eco,Full Buy,1,4,True
CTWin,28500,27350,Full Buy,Full Buy,2,4,False
CTWin,23650,26450,Full Buy,Full Buy,3,4,False
TWin,26050,7450,Full Buy,Force Buy,3,5,False
BombDefused,26350,23100,Full Buy,Full Buy,4,5,True
BombDefused,10750,25200,Half Buy,Full Buy,5,5,True
BombDefused,27950,27250,Full Buy,Full Buy,6,5,True
CTWin,27050,23100,Full Buy,Full Buy,5,7,False
TWin,20400,33650,Full Buy,Full Buy,5,8,True
TWin,4000,4650,Eco,Eco,5,9,False
CTWin,1200,19550,Eco,Half Buy,6,9,False
CTWin,24750,24100,Full Buy,Full Buy,7,9,False
TargetBombed,24750,1500,Full Buy,Eco,7,10,True
TWin,26950,21600,Full Buy,Full Buy,7,11,True
CTWin,27200,24700,Full Buy,Full Buy,8,11,False
TWin,15250,25400,Half Buy,Full Buy,8,12,True
BombDefused,25900,23850,Full Buy,Full Buy,9,12,True
CTWin,9750,25500,Force Buy,Full Buy,10,12,False
CTWin,24150,18850,Full Buy,Half Buy,11,12,False
BombDefused,21850,1500,Full Buy,Eco,12,12,True
CTWin,26100,24500,Full Buy,Full Buy,13,12,False
TWin,31600,26950,Full Buy,Full Buy,13,13,True
TWin,32300,25500,Full Buy,Full Buy,14,13,True
TWin,28150,31350,Full Buy,Full Buy,14,14,True
BombDefused,31150,27450,Full Buy,Full Buy,15,14,True
TWin,29200,27450,Full Buy,Full Buy,15,15,False
TWin,33300,27550,Full Buy,Full Buy,15,16,True
TWin,29650,27550,Full Buy,Full Buy,15,17,True
BombDefused,31150,27550,Full Buy,Full Buy,17,16,True
TargetBombed,27950,25250,Full Buy,Full Buy,17,17,True
TWin,29700,27250,Full Buy,Full Buy,17,18,True
BombDefused,30850,28150,Full Buy,Full Buy,18,18,True
TargetBombed,33500,30400,Full Buy,Full Buy,18,19,True
BombDefused,29750,27750,Full Buy,Full Buy,19,19,True
TWin,32150,25500,Full Buy,Full Buy,20,19,True
CTWin,27600,33100,Full Buy,Full Buy,21,19,False
CTWin,31150,27550,Full Buy,Full Buy,22,19,False
BombDefused,0,0,,,1,0,True
CTWin,4000,4500,Eco,Eco,2,0,False
BombDefused,21150,12700,Full Buy,Half Buy,3,0,True
TargetBombed,25550,2600,Full Buy,Eco,3,1,True
BombDefused,28600,26650,Full Buy,Full Buy,4,1,True
TargetBombed,26150,27450,Full Buy,Full Buy,4,2,True
CTWin,29500,25200,Full Buy,Full Buy,5,2,False
BombDefused,26100,25200,Full Buy,Full Buy,6,2,True
TWin,29950,18700,Full Buy,Half Buy,6,3,True
CTWin,27150,5350,Full Buy,Force Buy,7,3,False
TargetBombed,11900,27950,Half Buy,Full Buy,7,4,True
TWin,27750,18400,Full Buy,Half Buy,5,7,True
CTWin,28550,13650,Full Buy,Half Buy,6,7,False
CTWin,4000,4300,Eco,Eco,7,7,False
TargetBombed,19200,1300,Half Buy,Eco,7,8,True
TWin,21200,22800,Full Buy,Full Buy,7,9,True
TWin,22850,24200,Full Buy,Full Buy,7,10,True
CTWin,2050,24000,Eco,Full Buy,8,10,False
BombDefused,26700,27450,Full Buy,Full Buy,9,10,True
TargetBombed,30300,11000,Full Buy,Half Buy,9,11,True
TargetBombed,28350,24500,Full Buy,Full Buy,9,12,True
TWin,24300,25500,Full Buy,Full Buy,9,13,True
TWin,0,0,,,0,1,True
TWin,4350,4250,Eco,Eco,0,2,False
TargetBombed,1500,19650,Eco,Half Buy,0,3,True
BombDefused,22650,23200,Full Buy,Full Buy,1,3,True
CTWin,11050,23650,Half Buy,Full Buy,2,3,False
CTWin,29300,23150,Full Buy,Full Buy,3,3,False
TWin,28700,1000,Full Buy,Eco,3,4,True
CTWin,28600,22300,Full Buy,Full Buy,4,4,False
,0,0,,,0,0,False
BombDefused,1700,1700,Eco,Eco,5,4,True
BombDefused,29950,4100,Full Buy,Eco,6,4,True
TWin,29900,25200,Full Buy,Full Buy,6,5,True
TWin,29850,11100,Full Buy,Half Buy,6,6,True
